num_date_time,answer
1_20220825 00,2045.7298583984375
1_20220825 01,2161.541015625
1_20220825 02,1962.05322265625
1_20220825 03,1931.4512939453125
1_20220825 04,1972.9705810546875
1_20220825 05,2098.7255859375
1_20220825 06,2342.9150390625
1_20220825 07,2581.34619140625
1_20220825 08,2953.77978515625
1_20220825 09,3196.05029296875
1_20220825 10,3629.7646484375
1_20220825 11,3841.119140625
1_20220825 12,3844.548828125
1_20220825 13,4177.56640625
1_20220825 14,4237.25439453125
1_20220825 15,3692.396728515625
1_20220825 16,3519.70263671875
1_20220825 17,3009.264404296875
1_20220825 18,2597.16943359375
1_20220825 19,2326.0615234375
1_20220825 20,2253.548095703125
1_20220825 21,2101.026123046875
1_20220825 22,1590.6881103515625
1_20220825 23,2210.1591796875
1_20220826 00,2176.826416015625
1_20220826 01,2007.2618408203125
1_20220826 02,1823.3250732421875
1_20220826 03,1739.713623046875
1_20220826 04,1645.77685546875
1_20220826 05,1826.1707763671875
1_20220826 06,1949.88916015625
1_20220826 07,2303.9853515625
1_20220826 08,2716.18505859375
1_20220826 09,3074.05029296875
1_20220826 10,3646.71435546875
1_20220826 11,3892.321044921875
1_20220826 12,3919.25341796875
1_20220826 13,4373.25341796875
1_20220826 14,4280.5126953125
1_20220826 15,4154.8984375
1_20220826 16,4190.52734375
1_20220826 17,3231.513671875
1_20220826 18,2691.95166015625
1_20220826 19,2347.388916015625
1_20220826 20,2155.596435546875
1_20220826 21,1973.86376953125
1_20220826 22,1455.474853515625
1_20220826 23,2079.25048828125
1_20220827 00,1943.6414794921875
1_20220827 01,1920.8397216796875
1_20220827 02,1794.3668212890625
1_20220827 03,1750.243408203125
1_20220827 04,1769.139404296875
1_20220827 05,1856.07763671875
1_20220827 06,1896.2264404296875
1_20220827 07,2078.455810546875
1_20220827 08,2154.80224609375
1_20220827 09,2500.235595703125
1_20220827 10,3027.26416015625
1_20220827 11,3156.228271484375
1_20220827 12,3170.932373046875
1_20220827 13,3175.715576171875
1_20220827 14,3167.974365234375
1_20220827 15,3124.37060546875
1_20220827 16,3152.233642578125
1_20220827 17,2756.85205078125
1_20220827 18,2409.386474609375
1_20220827 19,2085.965087890625
1_20220827 20,2073.61962890625
1_20220827 21,1949.1405029296875
1_20220827 22,1600.4288330078125
1_20220827 23,2115.741455078125
1_20220828 00,1908.6617431640625
1_20220828 01,1718.7520751953125
1_20220828 02,1533.8621826171875
1_20220828 03,1498.4442138671875
1_20220828 04,1532.300537109375
1_20220828 05,1610.3072509765625
1_20220828 06,1713.2763671875
1_20220828 07,1551.38671875
1_20220828 08,1529.117919921875
1_20220828 09,1979.4891357421875
1_20220828 10,2710.857421875
1_20220828 11,2884.51708984375
1_20220828 12,2784.0322265625
1_20220828 13,2808.24853515625
1_20220828 14,2869.05859375
1_20220828 15,2982.801513671875
1_20220828 16,3037.416015625
1_20220828 17,3034.59375
1_20220828 18,2547.547607421875
1_20220828 19,2277.7509765625
1_20220828 20,2101.07568359375
1_20220828 21,1776.495849609375
1_20220828 22,1379.9691162109375
1_20220828 23,1922.044677734375
1_20220829 00,2188.50341796875
1_20220829 01,2164.327392578125
1_20220829 02,1991.8394775390625
1_20220829 03,1920.5986328125
1_20220829 04,2007.1912841796875
1_20220829 05,2006.2476806640625
1_20220829 06,2280.110107421875
1_20220829 07,2259.4345703125
1_20220829 08,2505.556884765625
1_20220829 09,2816.0302734375
1_20220829 10,3460.664306640625
1_20220829 11,3724.5244140625
1_20220829 12,3669.858642578125
1_20220829 13,3655.200439453125
1_20220829 14,3692.744384765625
1_20220829 15,3622.99560546875
1_20220829 16,3493.889404296875
1_20220829 17,2893.223388671875
1_20220829 18,2553.17919921875
1_20220829 19,2084.36865234375
1_20220829 20,2068.02685546875
1_20220829 21,1815.358642578125
1_20220829 22,1393.9927978515625
1_20220829 23,1969.619384765625
1_20220830 00,2027.1429443359375
1_20220830 01,1995.7420654296875
1_20220830 02,1789.158447265625
1_20220830 03,1527.421142578125
1_20220830 04,1529.960205078125
1_20220830 05,1685.8543701171875
1_20220830 06,1949.6287841796875
1_20220830 07,2205.5888671875
1_20220830 08,2617.65087890625
1_20220830 09,3068.7421875
1_20220830 10,3804.88525390625
1_20220830 11,3996.385498046875
1_20220830 12,3948.157470703125
1_20220830 13,4005.3115234375
1_20220830 14,3959.796875
1_20220830 15,3844.5068359375
1_20220830 16,3650.875244140625
1_20220830 17,3469.37353515625
1_20220830 18,2595.017578125
1_20220830 19,2446.392822265625
1_20220830 20,2274.133544921875
1_20220830 21,1767.271240234375
1_20220830 22,1290.20556640625
1_20220830 23,1882.83056640625
1_20220831 00,1906.62158203125
1_20220831 01,1846.653564453125
1_20220831 02,1643.8013916015625
1_20220831 03,1633.3399658203125
1_20220831 04,1640.9158935546875
1_20220831 05,1677.1785888671875
1_20220831 06,1902.4090576171875
1_20220831 07,2151.139404296875
1_20220831 08,2626.960693359375
