num_date_time,answer
1_20220825 00,1993.6356201171875
1_20220825 01,2109.63525390625
1_20220825 02,1951.913330078125
1_20220825 03,1899.17236328125
1_20220825 04,1922.2808837890625
1_20220825 05,2055.87353515625
1_20220825 06,2279.24560546875
1_20220825 07,2465.3076171875
1_20220825 08,2881.47314453125
1_20220825 09,3201.835205078125
1_20220825 10,3590.617431640625
1_20220825 11,3811.1689453125
1_20220825 12,3963.0908203125
1_20220825 13,4295.75439453125
1_20220825 14,4242.76513671875
1_20220825 15,3582.605712890625
1_20220825 16,3512.19970703125
1_20220825 17,3092.978271484375
1_20220825 18,2550.658203125
1_20220825 19,2292.677490234375
1_20220825 20,2197.75048828125
1_20220825 21,2069.89111328125
1_20220825 22,1638.688232421875
1_20220825 23,2117.04443359375
1_20220826 00,2161.87548828125
1_20220826 01,2029.7996826171875
1_20220826 02,1867.9932861328125
1_20220826 03,1787.7618408203125
1_20220826 04,1657.5621337890625
1_20220826 05,1829.3992919921875
1_20220826 06,1967.2353515625
1_20220826 07,2215.398193359375
1_20220826 08,2663.00390625
1_20220826 09,3049.31787109375
1_20220826 10,3581.97412109375
1_20220826 11,3901.77099609375
1_20220826 12,3899.52587890625
1_20220826 13,4310.5556640625
1_20220826 14,4268.40234375
1_20220826 15,4218.26611328125
1_20220826 16,4203.81640625
1_20220826 17,3091.790283203125
1_20220826 18,2672.0185546875
1_20220826 19,2328.464111328125
1_20220826 20,2114.52099609375
1_20220826 21,1958.7764892578125
1_20220826 22,1424.57568359375
1_20220826 23,1963.621826171875
1_20220827 00,1834.257568359375
1_20220827 01,1822.113525390625
1_20220827 02,1743.1981201171875
1_20220827 03,1675.400634765625
1_20220827 04,1812.706787109375
1_20220827 05,1922.642578125
1_20220827 06,1978.4383544921875
1_20220827 07,1966.64453125
1_20220827 08,2086.189697265625
1_20220827 09,2445.292724609375
1_20220827 10,2919.81103515625
1_20220827 11,3250.890869140625
1_20220827 12,3374.83349609375
1_20220827 13,3356.39453125
1_20220827 14,3358.915283203125
1_20220827 15,3273.001953125
1_20220827 16,3263.9189453125
