num_date_time,answer
1_20220825 00,2014.90283203125
1_20220825 01,2116.3017578125
1_20220825 02,1947.73486328125
1_20220825 03,1958.339111328125
1_20220825 04,1962.4791259765625
1_20220825 05,2043.6156005859375
1_20220825 06,2409.39697265625
1_20220825 07,2512.784912109375
1_20220825 08,2837.541015625
1_20220825 09,3207.866943359375
1_20220825 10,3661.097412109375
1_20220825 11,3818.126708984375
1_20220825 12,3883.29345703125
1_20220825 13,4218.0556640625
1_20220825 14,4220.8720703125
1_20220825 15,3651.829833984375
1_20220825 16,3581.907958984375
1_20220825 17,3048.37158203125
1_20220825 18,2448.451904296875
1_20220825 19,2227.199951171875
1_20220825 20,2131.006591796875
1_20220825 21,2029.41552734375
1_20220825 22,1579.7891845703125
1_20220825 23,2151.389404296875
1_20220826 00,2155.460205078125
1_20220826 01,2018.7701416015625
1_20220826 02,1849.22021484375
1_20220826 03,1715.099853515625
1_20220826 04,1668.175048828125
1_20220826 05,1836.04150390625
1_20220826 06,1929.8533935546875
1_20220826 07,2170.10693359375
1_20220826 08,2665.746826171875
1_20220826 09,3047.906005859375
1_20220826 10,3645.5087890625
1_20220826 11,3892.2666015625
1_20220826 12,3909.424072265625
1_20220826 13,4363.85009765625
1_20220826 14,4193.23046875
1_20220826 15,4204.06591796875
1_20220826 16,4230.70947265625
1_20220826 17,3235.65478515625
1_20220826 18,2677.075439453125
1_20220826 19,2356.941650390625
1_20220826 20,2103.717041015625
1_20220826 21,1996.1641845703125
1_20220826 22,1393.4710693359375
1_20220826 23,2098.68408203125
1_20220827 00,1877.2281494140625
1_20220827 01,1798.33740234375
1_20220827 02,1762.1004638671875
1_20220827 03,1622.2005615234375
1_20220827 04,1719.0384521484375
1_20220827 05,1880.541015625
1_20220827 06,1946.7392578125
1_20220827 07,2073.396484375
1_20220827 08,2140.744140625
1_20220827 09,2586.923095703125
1_20220827 10,2886.21923828125
1_20220827 11,3063.213623046875
1_20220827 12,3099.7158203125
1_20220827 13,3091.696044921875
1_20220827 14,3118.290283203125
1_20220827 15,3147.650146484375
1_20220827 16,3197.136962890625
1_20220827 17,2727.299072265625
1_20220827 18,2253.309814453125
1_20220827 19,2045.86767578125
1_20220827 20,2044.631103515625
1_20220827 21,1854.936767578125
1_20220827 22,1455.926513671875
1_20220827 23,2053.536865234375
1_20220828 00,1714.0841064453125
1_20220828 01,1630.33984375
1_20220828 02,1369.5096435546875
1_20220828 03,1496.518798828125
1_20220828 04,1442.926513671875
1_20220828 05,1594.0550537109375
1_20220828 06,1739.9249267578125
1_20220828 07,1540.013916015625
1_20220828 08,1486.764404296875
1_20220828 09,2027.756591796875
1_20220828 10,2506.4521484375
1_20220828 11,2765.92333984375
1_20220828 12,2853.454833984375
1_20220828 13,2885.2060546875
1_20220828 14,2962.35791015625
1_20220828 15,2992.80859375
1_20220828 16,2921.93017578125
1_20220828 17,3004.31005859375
1_20220828 18,2558.432861328125
1_20220828 19,2302.125
1_20220828 20,2080.429931640625
1_20220828 21,1760.3583984375
1_20220828 22,1309.70263671875
1_20220828 23,1859.3951416015625
1_20220829 00,2166.350341796875
1_20220829 01,2102.256103515625
1_20220829 02,1978.0272216796875
1_20220829 03,1873.581298828125
1_20220829 04,1988.5697021484375
1_20220829 05,2070.697509765625
1_20220829 06,2294.807861328125
1_20220829 07,2279.624267578125
1_20220829 08,2449.154052734375
1_20220829 09,2921.6396484375
1_20220829 10,3444.567138671875
1_20220829 11,3551.90185546875
1_20220829 12,3557.19287109375
1_20220829 13,3562.883544921875
1_20220829 14,3614.806396484375
1_20220829 15,3657.553955078125
1_20220829 16,3541.960205078125
1_20220829 17,2980.4375
1_20220829 18,2477.0
1_20220829 19,2082.31201171875
1_20220829 20,2023.14111328125
1_20220829 21,1726.15966796875
1_20220829 22,1409.85009765625
1_20220829 23,2042.9423828125
1_20220830 00,2099.699462890625
1_20220830 01,2056.7822265625
1_20220830 02,1844.856201171875
1_20220830 03,1547.585205078125
1_20220830 04,1605.781005859375
1_20220830 05,1769.1884765625
1_20220830 06,1992.168212890625
1_20220830 07,2168.732421875
1_20220830 08,2592.166015625
1_20220830 09,3126.575439453125
1_20220830 10,3751.01708984375
1_20220830 11,3945.016845703125
1_20220830 12,3860.148193359375
1_20220830 13,3902.141357421875
1_20220830 14,3831.513671875
1_20220830 15,3847.127685546875
1_20220830 16,3626.66845703125
1_20220830 17,3564.80419921875
1_20220830 18,2666.04052734375
1_20220830 19,2486.296142578125
1_20220830 20,2336.083251953125
1_20220830 21,1679.3387451171875
1_20220830 22,1340.888427734375
1_20220830 23,1843.64111328125
1_20220831 00,1870.7928466796875
1_20220831 01,1906.60400390625
1_20220831 02,1659.342041015625
1_20220831 03,1656.3521728515625
1_20220831 04,1668.2906494140625
1_20220831 05,1789.5743408203125
1_20220831 06,1965.222412109375
1_20220831 07,2168.59765625
1_20220831 08,2598.631591796875
1_20220831 09,3051.7802734375
1_20220831 10,3526.025390625
1_20220831 11,3754.442138671875
1_20220831 12,3836.298583984375
1_20220831 13,3879.932861328125
1_20220831 14,3804.33447265625
1_20220831 15,3797.142578125
1_20220831 16,3615.317626953125
1_20220831 17,3155.047607421875
1_20220831 18,2640.775634765625
1_20220831 19,2224.544921875
1_20220831 20,2099.05859375
1_20220831 21,1882.40869140625
1_20220831 22,1551.3355712890625
1_20220831 23,2047.908203125
2_20220825 00,1287.9051513671875
2_20220825 01,1292.64306640625
2_20220825 02,1272.5133056640625
2_20220825 03,1212.32763671875
2_20220825 04,1232.8631591796875
2_20220825 05,1267.5115966796875
2_20220825 06,1283.8865966796875
2_20220825 07,1281.8492431640625
2_20220825 08,1774.8280029296875
2_20220825 09,2072.53662109375
2_20220825 10,2298.4326171875
2_20220825 11,2141.355224609375
2_20220825 12,2149.98388671875
2_20220825 13,2105.461181640625
2_20220825 14,2362.631591796875
2_20220825 15,2248.39794921875
2_20220825 16,2154.02587890625
2_20220825 17,2040.8916015625
2_20220825 18,1912.76611328125
2_20220825 19,1711.632080078125
2_20220825 20,1644.42333984375
2_20220825 21,1402.46435546875
2_20220825 22,891.1396484375
2_20220825 23,1300.8719482421875
2_20220826 00,1277.44873046875
2_20220826 01,1269.6986083984375
2_20220826 02,1260.736083984375
2_20220826 03,1238.6407470703125
2_20220826 04,1237.36376953125
2_20220826 05,1187.913330078125
2_20220826 06,1230.2689208984375
2_20220826 07,1174.664306640625
2_20220826 08,1659.01025390625
2_20220826 09,1851.5736083984375
2_20220826 10,2150.1728515625
2_20220826 11,2006.0740966796875
2_20220826 12,2190.23046875
2_20220826 13,1993.12548828125
2_20220826 14,2027.412109375
2_20220826 15,2343.984375
2_20220826 16,2180.337158203125
2_20220826 17,1935.7149658203125
2_20220826 18,1879.7994384765625
2_20220826 19,1653.502197265625
2_20220826 20,1500.1392822265625
2_20220826 21,1338.183349609375
2_20220826 22,967.6411743164062
2_20220826 23,1282.196533203125
2_20220827 00,1279.7174072265625
2_20220827 01,1274.3465576171875
2_20220827 02,1195.055419921875
2_20220827 03,1144.82421875
2_20220827 04,1223.556884765625
2_20220827 05,939.9259033203125
2_20220827 06,1095.96533203125
2_20220827 07,1068.2308349609375
2_20220827 08,1427.48779296875
2_20220827 09,1599.0897216796875
2_20220827 10,1603.5374755859375
2_20220827 11,2005.9130859375
2_20220827 12,1956.6322021484375
2_20220827 13,1941.926513671875
2_20220827 14,1988.05322265625
2_20220827 15,2005.565673828125
2_20220827 16,1975.7098388671875
2_20220827 17,1792.850830078125
2_20220827 18,1769.516845703125
