num_date_time,answer
1_20220825 00,2051.015625
1_20220825 01,2178.724609375
1_20220825 02,1997.15576171875
1_20220825 03,1958.8677978515625
1_20220825 04,1992.83740234375
1_20220825 05,2133.4970703125
1_20220825 06,2360.9638671875
1_20220825 07,2604.6279296875
1_20220825 08,2958.291015625
1_20220825 09,3199.38037109375
1_20220825 10,3630.922607421875
1_20220825 11,3847.1298828125
1_20220825 12,3859.219482421875
1_20220825 13,4193.8759765625
1_20220825 14,4249.75
1_20220825 15,3716.9677734375
1_20220825 16,3525.740966796875
1_20220825 17,3022.64404296875
1_20220825 18,2613.534423828125
1_20220825 19,2340.57958984375
1_20220825 20,2262.404052734375
1_20220825 21,2095.9453125
1_20220825 22,1616.1849365234375
1_20220825 23,2234.45166015625
1_20220826 00,2195.244140625
1_20220826 01,2014.179443359375
1_20220826 02,1815.738037109375
1_20220826 03,1761.496337890625
1_20220826 04,1653.7203369140625
1_20220826 05,1843.76416015625
1_20220826 06,1951.4827880859375
1_20220826 07,2326.079345703125
1_20220826 08,2744.21240234375
1_20220826 09,3093.05078125
1_20220826 10,3651.731689453125
1_20220826 11,3901.56201171875
1_20220826 12,3934.3525390625
1_20220826 13,4368.52001953125
1_20220826 14,4279.49462890625
1_20220826 15,4154.52587890625
1_20220826 16,4190.3359375
1_20220826 17,3239.168212890625
1_20220826 18,2708.574462890625
1_20220826 19,2356.10595703125
1_20220826 20,2158.82080078125
1_20220826 21,1963.5028076171875
1_20220826 22,1454.400146484375
1_20220826 23,2070.314208984375
1_20220827 00,1948.1251220703125
1_20220827 01,1922.3671875
1_20220827 02,1794.0621337890625
1_20220827 03,1753.9815673828125
1_20220827 04,1769.0628662109375
1_20220827 05,1874.080810546875
1_20220827 06,1902.43994140625
1_20220827 07,2089.49609375
1_20220827 08,2153.703369140625
1_20220827 09,2505.94091796875
1_20220827 10,3045.04443359375
1_20220827 11,3163.16748046875
1_20220827 12,3186.666748046875
1_20220827 13,3182.194580078125
1_20220827 14,3175.281005859375
1_20220827 15,3133.2412109375
1_20220827 16,3157.979736328125
1_20220827 17,2762.514404296875
1_20220827 18,2414.34716796875
1_20220827 19,2100.735107421875
1_20220827 20,2090.232177734375
1_20220827 21,1942.015380859375
1_20220827 22,1608.6461181640625
1_20220827 23,2133.803466796875
1_20220828 00,1926.1158447265625
1_20220828 01,1733.647216796875
1_20220828 02,1553.681884765625
1_20220828 03,1526.068115234375
1_20220828 04,1551.2576904296875
1_20220828 05,1614.4920654296875
1_20220828 06,1710.1593017578125
1_20220828 07,1562.6990966796875
1_20220828 08,1551.7286376953125
1_20220828 09,1988.7530517578125
1_20220828 10,2712.954345703125
1_20220828 11,2894.090087890625
1_20220828 12,2793.69775390625
1_20220828 13,2812.225830078125
1_20220828 14,2869.4697265625
1_20220828 15,2974.160888671875
1_20220828 16,3036.213623046875
1_20220828 17,3040.8583984375
1_20220828 18,2552.604736328125
1_20220828 19,2280.974609375
1_20220828 20,2102.814453125
1_20220828 21,1782.6737060546875
1_20220828 22,1382.09765625
1_20220828 23,1963.9090576171875
1_20220829 00,2209.350341796875
1_20220829 01,2163.11669921875
1_20220829 02,1996.2593994140625
1_20220829 03,1924.0279541015625
1_20220829 04,2007.0213623046875
1_20220829 05,2016.4066162109375
1_20220829 06,2289.33154296875
1_20220829 07,2256.789794921875
1_20220829 08,2513.22998046875
1_20220829 09,2815.96484375
1_20220829 10,3459.594970703125
1_20220829 11,3709.112060546875
1_20220829 12,3679.061279296875
1_20220829 13,3643.319091796875
1_20220829 14,3693.0322265625
1_20220829 15,3619.175537109375
1_20220829 16,3494.591064453125
1_20220829 17,2895.040283203125
1_20220829 18,2562.909423828125
1_20220829 19,2087.202880859375
1_20220829 20,2073.68896484375
1_20220829 21,1819.2037353515625
1_20220829 22,1398.43896484375
1_20220829 23,1971.0048828125
1_20220830 00,2027.7991943359375
1_20220830 01,1997.1751708984375
1_20220830 02,1796.8665771484375
1_20220830 03,1528.2845458984375
1_20220830 04,1529.277587890625
1_20220830 05,1679.095947265625
1_20220830 06,1952.56494140625
1_20220830 07,2231.640380859375
1_20220830 08,2627.79443359375
1_20220830 09,3078.613037109375
1_20220830 10,3806.511962890625
1_20220830 11,4000.958251953125
1_20220830 12,3955.197509765625
1_20220830 13,4013.51708984375
1_20220830 14,3965.74951171875
1_20220830 15,3851.687744140625
1_20220830 16,3641.431640625
1_20220830 17,3486.291259765625
1_20220830 18,2606.28759765625
1_20220830 19,2457.364013671875
1_20220830 20,2287.022216796875
1_20220830 21,1770.843017578125
1_20220830 22,1296.54443359375
1_20220830 23,1881.459228515625
1_20220831 00,1902.3651123046875
1_20220831 01,1843.9949951171875
1_20220831 02,1641.8878173828125
1_20220831 03,1630.2578125
1_20220831 04,1642.3634033203125
1_20220831 05,1672.1112060546875
1_20220831 06,1904.256591796875
1_20220831 07,2153.800048828125
1_20220831 08,2639.37109375
1_20220831 09,3009.49462890625
1_20220831 10,3568.42529296875
1_20220831 11,3766.873046875
1_20220831 12,3843.211181640625
1_20220831 13,3893.106689453125
1_20220831 14,3839.51806640625
1_20220831 15,3765.436767578125
1_20220831 16,3584.936767578125
1_20220831 17,3168.62158203125
1_20220831 18,2711.13427734375
1_20220831 19,2269.9248046875
1_20220831 20,2173.723388671875
1_20220831 21,1965.230224609375
1_20220831 22,1589.2828369140625
1_20220831 23,2147.052978515625
2_20220825 00,1291.744384765625
2_20220825 01,1288.5460205078125
2_20220825 02,1269.5567626953125
2_20220825 03,1249.126953125
2_20220825 04,1262.7791748046875
2_20220825 05,1228.703857421875
2_20220825 06,1267.7694091796875
2_20220825 07,1280.825439453125
2_20220825 08,1825.8443603515625
2_20220825 09,2023.9794921875
2_20220825 10,2173.6376953125
2_20220825 11,2103.3779296875
2_20220825 12,2164.022216796875
2_20220825 13,2086.6201171875
2_20220825 14,2347.0263671875
2_20220825 15,2178.25927734375
2_20220825 16,2107.587646484375
2_20220825 17,2092.994140625
2_20220825 18,2046.063232421875
2_20220825 19,1797.2188720703125
2_20220825 20,1610.1531982421875
2_20220825 21,1355.597412109375
2_20220825 22,931.00146484375
2_20220825 23,1269.19873046875
2_20220826 00,1268.624755859375
2_20220826 01,1270.087646484375
2_20220826 02,1248.6697998046875
2_20220826 03,1217.26904296875
2_20220826 04,1192.1239013671875
2_20220826 05,1219.72802734375
2_20220826 06,1208.838623046875
2_20220826 07,1205.7882080078125
2_20220826 08,1733.4647216796875
2_20220826 09,1858.9451904296875
2_20220826 10,2135.108154296875
2_20220826 11,2059.119384765625
2_20220826 12,2200.94775390625
2_20220826 13,2065.029052734375
2_20220826 14,2055.517822265625
