num_date_time,answer
1_20220825 00,2052.02685546875
1_20220825 01,2170.216796875
1_20220825 02,1974.15087890625
1_20220825 03,1939.9114990234375
1_20220825 04,1976.4659423828125
1_20220825 05,2109.247314453125
1_20220825 06,2351.012451171875
1_20220825 07,2588.63916015625
1_20220825 08,2960.057373046875
1_20220825 09,3199.77734375
1_20220825 10,3629.90283203125
1_20220825 11,3842.2333984375
1_20220825 12,3849.28076171875
1_20220825 13,4184.59326171875
1_20220825 14,4245.75732421875
1_20220825 15,3694.032958984375
1_20220825 16,3524.84619140625
1_20220825 17,3015.82373046875
1_20220825 18,2597.2333984375
1_20220825 19,2320.3388671875
1_20220825 20,2257.84033203125
1_20220825 21,2091.381591796875
1_20220825 22,1594.141845703125
1_20220825 23,2210.26708984375
1_20220826 00,2174.515869140625
1_20220826 01,2013.21337890625
1_20220826 02,1814.9739990234375
1_20220826 03,1745.7535400390625
1_20220826 04,1637.2794189453125
1_20220826 05,1823.8966064453125
1_20220826 06,1947.6038818359375
1_20220826 07,2305.519287109375
1_20220826 08,2730.3017578125
1_20220826 09,3078.539306640625
1_20220826 10,3651.202392578125
1_20220826 11,3893.33251953125
1_20220826 12,3924.48486328125
1_20220826 13,4367.904296875
1_20220826 14,4283.06201171875
1_20220826 15,4155.1455078125
1_20220826 16,4190.748046875
1_20220826 17,3230.7060546875
1_20220826 18,2701.83740234375
1_20220826 19,2351.94970703125
1_20220826 20,2164.08935546875
1_20220826 21,1967.95849609375
1_20220826 22,1457.8990478515625
1_20220826 23,2079.63916015625
1_20220827 00,1948.6942138671875
1_20220827 01,1924.05615234375
1_20220827 02,1792.40869140625
1_20220827 03,1751.2095947265625
1_20220827 04,1767.3604736328125
1_20220827 05,1852.0777587890625
1_20220827 06,1897.217529296875
1_20220827 07,2075.69189453125
1_20220827 08,2154.376220703125
1_20220827 09,2502.990478515625
1_20220827 10,3038.8515625
1_20220827 11,3156.10498046875
1_20220827 12,3171.772705078125
1_20220827 13,3175.59228515625
1_20220827 14,3167.081787109375
1_20220827 15,3124.213623046875
1_20220827 16,3152.21435546875
1_20220827 17,2757.2998046875
1_20220827 18,2402.076416015625
1_20220827 19,2090.607177734375
1_20220827 20,2072.70947265625
1_20220827 21,1944.676513671875
1_20220827 22,1610.4351806640625
1_20220827 23,2116.87060546875
1_20220828 00,1908.93359375
1_20220828 01,1714.712646484375
1_20220828 02,1532.53369140625
1_20220828 03,1501.4390869140625
1_20220828 04,1530.71630859375
1_20220828 05,1608.1522216796875
1_20220828 06,1709.8154296875
1_20220828 07,1546.5482177734375
1_20220828 08,1535.4168701171875
1_20220828 09,1986.195556640625
1_20220828 10,2714.499755859375
1_20220828 11,2880.500244140625
1_20220828 12,2784.467529296875
1_20220828 13,2806.2607421875
1_20220828 14,2864.263916015625
1_20220828 15,2973.06005859375
1_20220828 16,3031.20947265625
1_20220828 17,3036.96923828125
1_20220828 18,2545.3876953125
1_20220828 19,2277.5322265625
1_20220828 20,2100.414306640625
1_20220828 21,1781.881591796875
1_20220828 22,1385.0001220703125
1_20220828 23,1936.3944091796875
1_20220829 00,2200.710205078125
1_20220829 01,2164.482177734375
1_20220829 02,1995.650390625
1_20220829 03,1924.492919921875
1_20220829 04,2006.4561767578125
1_20220829 05,2012.66064453125
1_20220829 06,2283.393798828125
1_20220829 07,2259.844482421875
1_20220829 08,2507.47607421875
1_20220829 09,2819.157958984375
1_20220829 10,3461.59716796875
1_20220829 11,3713.82177734375
1_20220829 12,3673.782470703125
1_20220829 13,3646.192626953125
1_20220829 14,3696.7177734375
1_20220829 15,3619.89208984375
1_20220829 16,3496.97705078125
1_20220829 17,2899.739990234375
1_20220829 18,2564.896240234375
1_20220829 19,2090.32080078125
1_20220829 20,2072.567626953125
1_20220829 21,1822.0013427734375
1_20220829 22,1398.156982421875
1_20220829 23,1974.69970703125
1_20220830 00,2027.976806640625
1_20220830 01,1992.466552734375
1_20220830 02,1791.3734130859375
1_20220830 03,1529.9381103515625
1_20220830 04,1530.8524169921875
1_20220830 05,1678.58935546875
1_20220830 06,1953.00732421875
1_20220830 07,2220.275146484375
1_20220830 08,2623.076171875
1_20220830 09,3075.51953125
1_20220830 10,3810.1982421875
1_20220830 11,4005.37451171875
1_20220830 12,3950.861572265625
1_20220830 13,4014.584228515625
